segment,K,lags,lambda_f,lambda_x,lambda_w,alpha,eta,rmse,runtime
24,1,"[1, 30]",0.1,1.0,0.1,100,1.0,0.6287201319427437,3.7350049018859863
25,2,"[1, 30]",0.1,1.0,0.1,100,1.0,1.2142178996729007,4.529878616333008
26,1,"[1, 30]",0.1,1.0,0.1,100,1.0,0.9144846839763471,3.708078145980835
27,2,"[1, 30]",0.1,1.0,0.1,100,1.0,1.5444627450053376,4.526886224746704
28,2,"[1, 30]",0.1,1.0,0.1,100,1.0,0.6163165516000698,4.5996904373168945
29,2,"[1, 30]",0.1,1.0,0.1,100,1.0,0.689033753542954,4.520901441574097
30,2,"[1, 30]",0.1,1.0,0.1,100,1.0,0.7158103184353627,4.556806325912476
31,1,"[1, 30]",0.1,1.0,0.1,100,1.0,1.6648798410894807,3.7639269828796387
0,1,"[1, 30]",0.1,1.0,0.1,100,10.0,0.8538090114917771,3.7699127197265625
1,1,"[1, 30]",0.1,1.0,0.1,100,10.0,0.9400345942457207,3.68613600730896
2,1,"[1, 30]",0.1,1.0,0.1,100,10.0,0.47505457498306575,3.826759099960327
3,1,"[1, 30]",0.1,1.0,0.1,100,10.0,3.182460082958836,3.7360033988952637
4,1,"[1, 30]",0.1,1.0,0.1,100,10.0,1.7389885325303232,3.69212007522583
5,1,"[1, 30]",0.1,1.0,0.1,100,10.0,1.357732347553341,3.7300188541412354
6,1,"[1, 30]",0.1,1.0,0.1,100,10.0,1.0746716366227613,3.704087972640991
7,1,"[1, 30]",0.1,1.0,0.1,100,10.0,0.9934325706788947,3.803821325302124
8,2,"[1, 30]",0.1,1.0,0.1,100,10.0,0.5805945416273768,4.539851903915405
9,1,"[1, 30]",0.1,1.0,0.1,100,10.0,0.6344812967049488,3.7140614986419678
10,1,"[1, 30]",0.1,1.0,0.1,100,10.0,1.103145846674267,3.795842170715332
11,1,"[1, 30]",0.1,1.0,0.1,100,10.0,0.7813484268760913,3.709075689315796
12,1,"[1, 30]",0.1,1.0,0.1,100,10.0,0.8575599315350124,3.7808823585510254
13,1,"[1, 30]",0.1,1.0,0.1,100,10.0,1.0622126912803,3.7599382400512695
14,2,"[1, 30]",0.1,1.0,0.1,100,10.0,1.304056261599596,4.5109288692474365
15,1,"[1, 30]",0.1,1.0,0.1,100,10.0,1.6092307329583364,3.754950761795044
16,2,"[1, 30]",0.1,1.0,0.1,100,10.0,0.8070697701980849,4.487990617752075
17,1,"[1, 30]",0.1,1.0,0.1,100,10.0,0.9512235585359985,3.798835039138794
18,1,"[1, 30]",0.1,1.0,0.1,100,10.0,0.7378014551934364,3.6881303787231445
19,4,"[1, 30]",0.1,1.0,0.1,100,10.0,0.868633247091048,5.020565509796143
20,1,"[1, 30]",0.1,1.0,0.1,100,10.0,0.9454671491279952,3.7160563468933105
21,1,"[1, 30]",0.1,1.0,0.1,100,10.0,0.8662083133646886,3.7399914264678955
22,1,"[1, 30]",0.1,1.0,0.1,100,10.0,0.9627472774341661,3.7340080738067627
23,2,"[1, 30]",0.1,1.0,0.1,100,10.0,2.274080978677606,4.5847320556640625
24,1,"[1, 30]",0.1,1.0,0.1,100,10.0,0.6500956142466464,3.7240352630615234
25,2,"[1, 30]",0.1,1.0,0.1,100,10.0,0.8772851479643403,4.589717626571655
26,1,"[1, 30]",0.1,1.0,0.1,100,10.0,0.8943361499836454,3.7469730377197266
27,2,"[1, 30]",0.1,1.0,0.1,100,10.0,1.340430087265871,4.558800220489502
28,2,"[1, 30]",0.1,1.0,0.1,100,10.0,0.5695726606397635,4.509931564331055
29,2,"[1, 30]",0.1,1.0,0.1,100,10.0,0.9637395413585607,4.571766138076782
30,2,"[1, 30]",0.1,1.0,0.1,100,10.0,0.6419673657082786,4.579744577407837
31,1,"[1, 30]",0.1,1.0,0.1,100,10.0,1.74038355293708,3.7140610218048096
0,1,"[1, 30]",0.1,1.0,0.1,1000,0.1,0.8391451687027269,3.734009027481079
1,1,"[1, 30]",0.1,1.0,0.1,1000,0.1,0.9360891530361153,3.7240350246429443
2,1,"[1, 30]",0.1,1.0,0.1,1000,0.1,0.4691700011630993,3.7818732261657715
3,1,"[1, 30]",0.1,1.0,0.1,1000,0.1,3.3045543986046866,3.7758967876434326
4,1,"[1, 30]",0.1,1.0,0.1,1000,0.1,1.7359846711166584,3.8915865421295166
5,1,"[1, 30]",0.1,1.0,0.1,1000,0.1,1.9979779195286147,3.7579448223114014
6,1,"[1, 30]",0.1,1.0,0.1,1000,0.1,0.9422917266025698,3.7888617515563965
7,1,"[1, 30]",0.1,1.0,0.1,1000,0.1,0.9337486051940753,3.712066888809204
8,2,"[1, 30]",0.1,1.0,0.1,1000,0.1,1.094673934799292,4.549825429916382
9,1,"[1, 30]",0.1,1.0,0.1,1000,0.1,0.638500972435449,3.7639286518096924
10,1,"[1, 30]",0.1,1.0,0.1,1000,0.1,1.1579994401936433,3.757943630218506
11,1,"[1, 30]",0.1,1.0,0.1,1000,0.1,0.7118233139581222,3.7539541721343994
12,1,"[1, 30]",0.1,1.0,0.1,1000,0.1,0.8998629994216294,3.7379961013793945
13,1,"[1, 30]",0.1,1.0,0.1,1000,0.1,1.3678398551770303,3.713064193725586
14,2,"[1, 30]",0.1,1.0,0.1,1000,0.1,1.3219526398503847,4.538854598999023
15,1,"[1, 30]",0.1,1.0,0.1,1000,0.1,1.5507751175909128,3.748967409133911
16,2,"[1, 30]",0.1,1.0,0.1,1000,0.1,0.7610351537521578,4.57675313949585
17,1,"[1, 30]",0.1,1.0,0.1,1000,0.1,0.9519439157666778,3.8068134784698486
18,1,"[1, 30]",0.1,1.0,0.1,1000,0.1,0.7406855610283666,3.7419865131378174
19,4,"[1, 30]",0.1,1.0,0.1,1000,0.1,0.38649461540993174,5.001615762710571
20,1,"[1, 30]",0.1,1.0,0.1,1000,0.1,1.0065562336369889,3.731015682220459
21,1,"[1, 30]",0.1,1.0,0.1,1000,0.1,1.0064108557128186,3.7499656677246094
22,1,"[1, 30]",0.1,1.0,0.1,1000,0.1,1.0049663289999522,3.7659218311309814
23,2,"[1, 30]",0.1,1.0,0.1,1000,0.1,2.0842365899205544,4.576753377914429
24,1,"[1, 30]",0.1,1.0,0.1,1000,0.1,0.5735022849190752,3.7370004653930664
25,2,"[1, 30]",0.1,1.0,0.1,1000,0.1,0.9483150653938697,4.534863233566284
26,1,"[1, 30]",0.1,1.0,0.1,1000,0.1,1.0725966649156673,3.7250335216522217
27,2,"[1, 30]",0.1,1.0,0.1,1000,0.1,0.6079597711997955,4.539851188659668
28,2,"[1, 30]",0.1,1.0,0.1,1000,0.1,0.5844879064008938,4.527883291244507
29,2,"[1, 30]",0.1,1.0,0.1,1000,0.1,1.6272189637626038,4.576751708984375
30,2,"[1, 30]",0.1,1.0,0.1,1000,0.1,0.9904735524143545,4.57176661491394
31,1,"[1, 30]",0.1,1.0,0.1,1000,0.1,1.662988240993131,3.7360024452209473
0,1,"[1, 30]",0.1,1.0,0.1,1000,1.0,0.8445479892239287,3.8197789192199707
1,1,"[1, 30]",0.1,1.0,0.1,1000,1.0,0.940721651321615,3.736999750137329
2,1,"[1, 30]",0.1,1.0,0.1,1000,1.0,0.47423963857941914,3.7409887313842773
3,1,"[1, 30]",0.1,1.0,0.1,1000,1.0,3.011788780640016,3.7559502124786377
4,1,"[1, 30]",0.1,1.0,0.1,1000,1.0,1.7426283269548668,3.734006404876709
5,1,"[1, 30]",0.1,1.0,0.1,1000,1.0,1.353106088355964,3.813795328140259
6,1,"[1, 30]",0.1,1.0,0.1,1000,1.0,0.9378788048308914,3.8068137168884277
7,1,"[1, 30]",0.1,1.0,0.1,1000,1.0,0.9740766648137256,3.6981046199798584
8,2,"[1, 30]",0.1,1.0,0.1,1000,1.0,0.8238287374414806,4.532870531082153
9,1,"[1, 30]",0.1,1.0,0.1,1000,1.0,0.6367241725339605,3.747971296310425
10,1,"[1, 30]",0.1,1.0,0.1,1000,1.0,1.1878130011746801,3.8377304077148438
11,1,"[1, 30]",0.1,1.0,0.1,1000,1.0,0.7758490240810657,3.7569475173950195
12,1,"[1, 30]",0.1,1.0,0.1,1000,1.0,0.9287046378656892,3.7898576259613037
13,1,"[1, 30]",0.1,1.0,0.1,1000,1.0,1.2438432302562388,3.7659225463867188
14,2,"[1, 30]",0.1,1.0,0.1,1000,1.0,1.3046686053866317,4.536859750747681
15,1,"[1, 30]",0.1,1.0,0.1,1000,1.0,1.4817179822250264,3.830749988555908
16,2,"[1, 30]",0.1,1.0,0.1,1000,1.0,0.7324237830818269,4.621633291244507
17,1,"[1, 30]",0.1,1.0,0.1,1000,1.0,0.9484012703285826,3.7270267009735107
18,1,"[1, 30]",0.1,1.0,0.1,1000,1.0,0.7209420230869589,4.118977308273315
19,4,"[1, 30]",0.1,1.0,0.1,1000,1.0,0.46264992782960773,5.498286485671997
20,1,"[1, 30]",0.1,1.0,0.1,1000,1.0,1.0841257225699281,4.207740783691406
21,1,"[1, 30]",0.1,1.0,0.1,1000,1.0,1.1868981284533604,4.315452575683594
22,1,"[1, 30]",0.1,1.0,0.1,1000,1.0,0.9609810090122565,3.7340078353881836
23,2,"[1, 30]",0.1,1.0,0.1,1000,1.0,1.9332219291276969,4.620636463165283
24,1,"[1, 30]",0.1,1.0,0.1,1000,1.0,0.6344267011230045,3.801826000213623
25,2,"[1, 30]",0.1,1.0,0.1,1000,1.0,0.9337084206124776,4.589718818664551
26,1,"[1, 30]",0.1,1.0,0.1,1000,1.0,0.9442308424711989,3.82875394821167
27,2,"[1, 30]",0.1,1.0,0.1,1000,1.0,0.9991300664035856,4.578749179840088
28,2,"[1, 30]",0.1,1.0,0.1,1000,1.0,0.5723397638315617,4.574759244918823
29,2,"[1, 30]",0.1,1.0,0.1,1000,1.0,0.569774713791512,4.567776918411255
30,2,"[1, 30]",0.1,1.0,0.1,1000,1.0,0.6532951371383295,4.549825429916382
31,1,"[1, 30]",0.1,1.0,0.1,1000,1.0,1.7285107469014,3.7609360218048096
0,1,"[1, 30]",0.1,1.0,0.1,1000,10.0,0.8545544813753521,3.8257620334625244
1,1,"[1, 30]",0.1,1.0,0.1,1000,10.0,0.9398793036496658,3.7150583267211914
2,1,"[1, 30]",0.1,1.0,0.1,1000,10.0,0.47478310354219466,3.8157901763916016
3,1,"[1, 30]",0.1,1.0,0.1,1000,10.0,3.2514703455951652,3.7599382400512695
4,1,"[1, 30]",0.1,1.0,0.1,1000,10.0,1.7389634724931224,3.753955602645874
5,1,"[1, 30]",0.1,1.0,0.1,1000,10.0,1.357732347553341,3.762929916381836
6,1,"[1, 30]",0.1,1.0,0.1,1000,10.0,1.075152947104177,3.737997055053711
7,1,"[1, 30]",0.1,1.0,0.1,1000,10.0,1.0144757018485873,3.7549514770507812
8,2,"[1, 30]",0.1,1.0,0.1,1000,10.0,0.5848588603683396,4.598693132400513
9,1,"[1, 30]",0.1,1.0,0.1,1000,10.0,0.6326201700762356,3.763925313949585
10,1,"[1, 30]",0.1,1.0,0.1,1000,10.0,1.1031457489152523,3.790856122970581
11,1,"[1, 30]",0.1,1.0,0.1,1000,10.0,0.7817535327594968,3.8038177490234375
12,1,"[1, 30]",0.1,1.0,0.1,1000,10.0,0.8575599315350124,3.7798850536346436
13,1,"[1, 30]",0.1,1.0,0.1,1000,10.0,1.2880683711653436,3.7569479942321777
14,2,"[1, 30]",0.1,1.0,0.1,1000,10.0,1.248618095658021,4.5937066078186035
15,1,"[1, 30]",0.1,1.0,0.1,1000,10.0,1.6116719082429765,3.759939670562744
16,2,"[1, 30]",0.1,1.0,0.1,1000,10.0,0.6380467505801615,4.617643356323242
17,1,"[1, 30]",0.1,1.0,0.1,1000,10.0,0.952840792558217,3.741986036300659
18,1,"[1, 30]",0.1,1.0,0.1,1000,10.0,0.7420383932666376,3.800828456878662
19,4,"[1, 30]",0.1,1.0,0.1,1000,10.0,0.639562859351189,5.064448356628418
20,1,"[1, 30]",0.1,1.0,0.1,1000,10.0,0.9452645163103494,3.802823781967163
21,1,"[1, 30]",0.1,1.0,0.1,1000,10.0,0.8662083133646886,3.7549476623535156
22,1,"[1, 30]",0.1,1.0,0.1,1000,10.0,0.9627472774341661,3.742983818054199
23,2,"[1, 30]",0.1,1.0,0.1,1000,10.0,1.8473127570037249,4.562788724899292
24,1,"[1, 30]",0.1,1.0,0.1,1000,10.0,0.6504012174526237,3.7719078063964844
25,2,"[1, 30]",0.1,1.0,0.1,1000,10.0,0.8075723375560283,4.600688934326172
26,1,"[1, 30]",0.1,1.0,0.1,1000,10.0,0.890647153747603,3.8088085651397705
27,2,"[1, 30]",0.1,1.0,0.1,1000,10.0,1.0315950870561938,4.516908407211304
28,2,"[1, 30]",0.1,1.0,0.1,1000,10.0,0.646732515918794,4.579744577407837
29,2,"[1, 30]",0.1,1.0,0.1,1000,10.0,0.891330837448519,4.511925935745239
30,2,"[1, 30]",0.1,1.0,0.1,1000,10.0,0.7580825821249215,4.590716361999512
31,1,"[1, 30]",0.1,1.0,0.1,1000,10.0,1.74038355293708,3.753953456878662
0,1,"[1, 30]",0.1,1.0,0.1,10000,0.1,0.705598314503671,3.799833297729492
1,1,"[1, 30]",0.1,1.0,0.1,10000,0.1,0.8165061927061286,3.8098058700561523
2,1,"[1, 30]",0.1,1.0,0.1,10000,0.1,0.5797845406502379,3.751960515975952
3,1,"[1, 30]",0.1,1.0,0.1,10000,0.1,1.4493541601459932,3.745976448059082
4,1,"[1, 30]",0.1,1.0,0.1,10000,0.1,0.7637199207856079,3.7699103355407715
5,1,"[1, 30]",0.1,1.0,0.1,10000,0.1,1.0650487075066268,3.7798850536346436
6,1,"[1, 30]",0.1,1.0,0.1,10000,0.1,0.7032282704805414,3.9454431533813477
7,1,"[1, 30]",0.1,1.0,0.1,10000,0.1,0.6861850865022776,3.7459757328033447
8,2,"[1, 30]",0.1,1.0,0.1,10000,0.1,0.5684217005712117,4.591712951660156
9,1,"[1, 30]",0.1,1.0,0.1,10000,0.1,0.6400589860802879,3.752957582473755
10,1,"[1, 30]",0.1,1.0,0.1,10000,0.1,0.7592672269659047,3.789858818054199
11,1,"[1, 30]",0.1,1.0,0.1,10000,0.1,0.7508914898818451,3.69710636138916
12,1,"[1, 30]",0.1,1.0,0.1,10000,0.1,0.7457491550621534,3.7868664264678955
13,1,"[1, 30]",0.1,1.0,0.1,10000,0.1,0.5951156408921048,3.7210419178009033
14,2,"[1, 30]",0.1,1.0,0.1,10000,0.1,0.43999008647549315,4.593708276748657
15,1,"[1, 30]",0.1,1.0,0.1,10000,0.1,0.8569922049009361,3.6921207904815674
16,2,"[1, 30]",0.1,1.0,0.1,10000,0.1,0.7163237261434897,4.580742597579956
17,1,"[1, 30]",0.1,1.0,0.1,10000,0.1,0.7165037914754567,3.711069345474243
18,1,"[1, 30]",0.1,1.0,0.1,10000,0.1,0.5642246625037765,3.8187808990478516
19,4,"[1, 30]",0.1,1.0,0.1,10000,0.1,0.34008086688496336,4.9936323165893555
20,1,"[1, 30]",0.1,1.0,0.1,10000,0.1,1.122712415490502,3.8267593383789062
21,1,"[1, 30]",0.1,1.0,0.1,10000,0.1,0.5698161520564516,3.728024482727051
22,1,"[1, 30]",0.1,1.0,0.1,10000,0.1,0.7068284638514336,3.7948455810546875
23,2,"[1, 30]",0.1,1.0,0.1,10000,0.1,0.7179642851271083,4.573760271072388
24,1,"[1, 30]",0.1,1.0,0.1,10000,0.1,0.6203302574602947,3.7220396995544434
25,2,"[1, 30]",0.1,1.0,0.1,10000,0.1,0.7435155087868343,4.572762489318848
26,1,"[1, 30]",0.1,1.0,0.1,10000,0.1,0.6383826508131973,3.796840190887451
27,2,"[1, 30]",0.1,1.0,0.1,10000,0.1,0.5344349706355772,4.524892091751099
28,2,"[1, 30]",0.1,1.0,0.1,10000,0.1,0.5672149899802669,4.591715574264526
29,2,"[1, 30]",0.1,1.0,0.1,10000,0.1,0.5576749575819386,4.534865140914917
30,2,"[1, 30]",0.1,1.0,0.1,10000,0.1,0.645308568839018,4.631606578826904
31,1,"[1, 30]",0.1,1.0,0.1,10000,0.1,0.70252265569495,3.715057134628296
0,1,"[1, 30]",0.1,1.0,0.1,10000,1.0,0.705598314503671,3.8018267154693604
1,1,"[1, 30]",0.1,1.0,0.1,10000,1.0,0.8165061927061286,3.766921043395996
2,1,"[1, 30]",0.1,1.0,0.1,10000,1.0,0.5797845406502379,3.8127968311309814
3,1,"[1, 30]",0.1,1.0,0.1,10000,1.0,1.4493541601459932,3.7270264625549316
4,1,"[1, 30]",0.1,1.0,0.1,10000,1.0,0.7637199207856079,3.78587007522583
5,1,"[1, 30]",0.1,1.0,0.1,10000,1.0,1.0650487075066268,3.7669191360473633
6,1,"[1, 30]",0.1,1.0,0.1,10000,1.0,0.7032282704805414,3.737999439239502
7,1,"[1, 30]",0.1,1.0,0.1,10000,1.0,0.6861850865022776,3.739992141723633
8,2,"[1, 30]",0.1,1.0,0.1,10000,1.0,0.5684217005712117,4.537857294082642
9,1,"[1, 30]",0.1,1.0,0.1,10000,1.0,0.6400589860802879,3.7679171562194824
10,1,"[1, 30]",0.1,1.0,0.1,10000,1.0,0.7592672269659047,3.7808821201324463
11,1,"[1, 30]",0.1,1.0,0.1,10000,1.0,0.7508914898818451,3.7090747356414795
12,1,"[1, 30]",0.1,1.0,0.1,10000,1.0,0.7457491550621534,3.769911527633667
13,1,"[1, 30]",0.1,1.0,0.1,10000,1.0,0.5951156408921048,3.7220394611358643
14,2,"[1, 30]",0.1,1.0,0.1,10000,1.0,0.43999008647549315,4.6076695919036865
15,1,"[1, 30]",0.1,1.0,0.1,10000,1.0,0.8569922049009361,3.7679178714752197
16,2,"[1, 30]",0.1,1.0,0.1,10000,1.0,0.7163237261434897,4.5647852420806885
17,1,"[1, 30]",0.1,1.0,0.1,10000,1.0,0.7165037914754567,3.7539548873901367
18,1,"[1, 30]",0.1,1.0,0.1,10000,1.0,0.5642246625037765,3.7649245262145996
19,4,"[1, 30]",0.1,1.0,0.1,10000,1.0,0.34008086688496336,5.065445423126221
20,1,"[1, 30]",0.1,1.0,0.1,10000,1.0,1.122712415490502,3.7938475608825684
21,1,"[1, 30]",0.1,1.0,0.1,10000,1.0,0.5698161520564516,3.742983818054199
22,1,"[1, 30]",0.1,1.0,0.1,10000,1.0,0.7068284638514336,3.8127973079681396
23,2,"[1, 30]",0.1,1.0,0.1,10000,1.0,0.7179642851271083,4.542843818664551
24,1,"[1, 30]",0.1,1.0,0.1,10000,1.0,0.6203302574602947,4.018247604370117
25,2,"[1, 30]",0.1,1.0,0.1,10000,1.0,0.7435155087868343,4.561793804168701
26,1,"[1, 30]",0.1,1.0,0.1,10000,1.0,0.6383826508131973,3.7908551692962646
27,2,"[1, 30]",0.1,1.0,0.1,10000,1.0,0.5344349706355772,4.581739187240601
28,2,"[1, 30]",0.1,1.0,0.1,10000,1.0,0.5672149899802669,4.557804346084595
29,2,"[1, 30]",0.1,1.0,0.1,10000,1.0,0.5576749575819386,4.572764873504639
30,2,"[1, 30]",0.1,1.0,0.1,10000,1.0,0.645308568839018,4.580741882324219
31,1,"[1, 30]",0.1,1.0,0.1,10000,1.0,0.70252265569495,3.750962257385254
0,1,"[1, 30]",0.1,1.0,0.1,10000,10.0,0.705598314503671,3.765923023223877
1,1,"[1, 30]",0.1,1.0,0.1,10000,10.0,0.8165061927061286,3.7080776691436768
2,1,"[1, 30]",0.1,1.0,0.1,10000,10.0,0.5797845406502379,3.779886245727539
3,1,"[1, 30]",0.1,1.0,0.1,10000,10.0,1.4493541601459932,3.79384708404541
4,1,"[1, 30]",0.1,1.0,0.1,10000,10.0,0.7637199207856079,3.782876491546631
5,1,"[1, 30]",0.1,1.0,0.1,10000,10.0,1.0650487075066268,3.7130606174468994
6,1,"[1, 30]",0.1,1.0,0.1,10000,10.0,0.7032282704805414,3.8127975463867188
7,1,"[1, 30]",0.1,1.0,0.1,10000,10.0,0.6861850865022776,3.6901254653930664
8,2,"[1, 30]",0.1,1.0,0.1,10000,10.0,0.5684217005712117,4.595700740814209
9,1,"[1, 30]",0.1,1.0,0.1,10000,10.0,0.6400589860802879,3.7020936012268066
10,1,"[1, 30]",0.1,1.0,0.1,10000,10.0,0.7592672269659047,3.804819345474243
11,1,"[1, 30]",0.1,1.0,0.1,10000,10.0,0.7508914898818451,3.7150588035583496
12,1,"[1, 30]",0.1,1.0,0.1,10000,10.0,0.7457491550621534,3.784872055053711
13,1,"[1, 30]",0.1,1.0,0.1,10000,10.0,0.5951156408921048,3.7240352630615234
14,2,"[1, 30]",0.1,1.0,0.1,10000,10.0,0.43999008647549315,4.604678153991699
15,1,"[1, 30]",0.1,1.0,0.1,10000,10.0,0.8569922049009361,3.7310149669647217
16,2,"[1, 30]",0.1,1.0,0.1,10000,10.0,0.7163237261434897,4.632603883743286
17,1,"[1, 30]",0.1,1.0,0.1,10000,10.0,0.7165037914754567,3.7479701042175293
18,1,"[1, 30]",0.1,1.0,0.1,10000,10.0,0.5642246625037765,3.7659225463867188
19,4,"[1, 30]",0.1,1.0,0.1,10000,10.0,0.34008086688496336,5.044501781463623
20,1,"[1, 30]",0.1,1.0,0.1,10000,10.0,1.122712415490502,3.7609355449676514
21,1,"[1, 30]",0.1,1.0,0.1,10000,10.0,0.5698161520564516,3.7699124813079834
22,1,"[1, 30]",0.1,1.0,0.1,10000,10.0,0.7068284638514336,3.7938482761383057
23,2,"[1, 30]",0.1,1.0,0.1,10000,10.0,0.7179642851271083,4.528881788253784
24,1,"[1, 30]",0.1,1.0,0.1,10000,10.0,0.6203302574602947,3.813795566558838
25,2,"[1, 30]",0.1,1.0,0.1,10000,10.0,0.7435155087868343,4.57176661491394
26,1,"[1, 30]",0.1,1.0,0.1,10000,10.0,0.6383826508131973,3.758941411972046
27,2,"[1, 30]",0.1,1.0,0.1,10000,10.0,0.5344349706355772,4.572752237319946
28,2,"[1, 30]",0.1,1.0,0.1,10000,10.0,0.5672149899802669,4.516913414001465
29,2,"[1, 30]",0.1,1.0,0.1,10000,10.0,0.5576749575819386,4.574756860733032
30,2,"[1, 30]",0.1,1.0,0.1,10000,10.0,0.645308568839018,4.598693609237671
31,1,"[1, 30]",0.1,1.0,0.1,10000,10.0,0.70252265569495,3.7000980377197266
0,1,"[1, 30]",0.1,1.0,1.0,100,0.1,0.8372930642768427,3.8068130016326904
1,1,"[1, 30]",0.1,1.0,1.0,100,0.1,0.933645061890229,3.7110695838928223
2,1,"[1, 30]",0.1,1.0,1.0,100,0.1,0.4690840189519736,3.7938485145568848
3,1,"[1, 30]",0.1,1.0,1.0,100,0.1,2.190459300558068,3.778888463973999
4,1,"[1, 30]",0.1,1.0,1.0,100,0.1,1.7413052471190098,3.781879186630249
5,1,"[1, 30]",0.1,1.0,1.0,100,0.1,1.7605778728528836,3.791853904724121
6,1,"[1, 30]",0.1,1.0,1.0,100,0.1,1.0076149312039757,3.757944107055664
7,1,"[1, 30]",0.1,1.0,1.0,100,0.1,0.9943070366910134,3.800828695297241
8,2,"[1, 30]",0.1,1.0,1.0,100,0.1,0.8403497577109266,4.58273720741272
9,1,"[1, 30]",0.1,1.0,1.0,100,0.1,0.6359803695500583,3.7768921852111816
10,1,"[1, 30]",0.1,1.0,1.0,100,0.1,1.095261413471777,3.964390516281128
11,1,"[1, 30]",0.1,1.0,1.0,100,0.1,0.7187900149561481,3.7549517154693604
12,1,"[1, 30]",0.1,1.0,1.0,100,0.1,0.9116433485621719,3.8287558555603027
13,1,"[1, 30]",0.1,1.0,1.0,100,0.1,1.3069186627567895,3.7310166358947754
14,2,"[1, 30]",0.1,1.0,1.0,100,0.1,1.562822685556964,4.545835494995117
15,1,"[1, 30]",0.1,1.0,1.0,100,0.1,1.6409135199610732,3.7738986015319824
16,2,"[1, 30]",0.1,1.0,1.0,100,0.1,1.124084580900508,4.537856340408325
17,1,"[1, 30]",0.1,1.0,1.0,100,0.1,0.998997651361939,3.7629311084747314
18,1,"[1, 30]",0.1,1.0,1.0,100,0.1,0.6806401758547693,3.8167858123779297
19,4,"[1, 30]",0.1,1.0,1.0,100,0.1,0.5666111755727269,5.026548862457275
20,1,"[1, 30]",0.1,1.0,1.0,100,0.1,1.2290002148349566,3.7888622283935547
21,1,"[1, 30]",0.1,1.0,1.0,100,0.1,1.0014284977122236,3.752957344055176
22,1,"[1, 30]",0.1,1.0,1.0,100,0.1,0.9812900516624478,3.790855646133423
23,2,"[1, 30]",0.1,1.0,1.0,100,0.1,2.1709285623273886,4.570765972137451
24,1,"[1, 30]",0.1,1.0,1.0,100,0.1,0.575536135533865,3.7140607833862305
25,2,"[1, 30]",0.1,1.0,1.0,100,0.1,0.8618194142506871,4.569772005081177
26,1,"[1, 30]",0.1,1.0,1.0,100,0.1,1.0623318368209773,3.74497652053833
27,2,"[1, 30]",0.1,1.0,1.0,100,0.1,1.7916043588652386,4.576753854751587
28,2,"[1, 30]",0.1,1.0,1.0,100,0.1,0.5919999061516603,4.53187370300293
29,2,"[1, 30]",0.1,1.0,1.0,100,0.1,1.1169683736488212,4.645568609237671
30,2,"[1, 30]",0.1,1.0,1.0,100,0.1,0.6318232912967557,4.539852142333984
31,1,"[1, 30]",0.1,1.0,1.0,100,0.1,1.514786377445605,3.78587007522583
0,1,"[1, 30]",0.1,1.0,1.0,100,1.0,0.842192991588586,3.8018267154693604
1,1,"[1, 30]",0.1,1.0,1.0,100,1.0,0.9394390994832962,3.7748982906341553
2,1,"[1, 30]",0.1,1.0,1.0,100,1.0,0.47352997732075397,3.7818806171417236
3,1,"[1, 30]",0.1,1.0,1.0,100,1.0,3.4129283164941957,3.7848711013793945
4,1,"[1, 30]",0.1,1.0,1.0,100,1.0,1.7412641762995302,3.7629308700561523
5,1,"[1, 30]",0.1,1.0,1.0,100,1.0,1.3754283866797745,3.8277571201324463
6,1,"[1, 30]",0.1,1.0,1.0,100,1.0,0.9296963501923118,3.7988338470458984
7,1,"[1, 30]",0.1,1.0,1.0,100,1.0,0.9842105746530377,3.7549517154693604
8,2,"[1, 30]",0.1,1.0,1.0,100,1.0,0.8299013484050292,4.556806802749634
9,1,"[1, 30]",0.1,1.0,1.0,100,1.0,0.6360955940773492,3.750962018966675
10,1,"[1, 30]",0.1,1.0,1.0,100,1.0,1.1995337265725137,3.754952907562256
11,1,"[1, 30]",0.1,1.0,1.0,100,1.0,0.7775892348589254,3.7559502124786377
12,1,"[1, 30]",0.1,1.0,1.0,100,1.0,0.9580734223654735,3.7419867515563965
13,1,"[1, 30]",0.1,1.0,1.0,100,1.0,1.2249273590020329,3.8187808990478516
14,2,"[1, 30]",0.1,1.0,1.0,100,1.0,1.4184093413412382,4.570769548416138
15,1,"[1, 30]",0.1,1.0,1.0,100,1.0,1.4840172065597348,3.7629313468933105
16,2,"[1, 30]",0.1,1.0,1.0,100,1.0,0.7341674822368944,4.623624324798584
17,1,"[1, 30]",0.1,1.0,1.0,100,1.0,0.9523790586470434,3.756946325302124
18,1,"[1, 30]",0.1,1.0,1.0,100,1.0,0.7368890167136712,3.7389955520629883
19,4,"[1, 30]",0.1,1.0,1.0,100,1.0,0.7057269505848967,4.975686073303223
20,1,"[1, 30]",0.1,1.0,1.0,100,1.0,1.0023613306502632,3.7310166358947754
21,1,"[1, 30]",0.1,1.0,1.0,100,1.0,1.1855343528165796,3.726030111312866
22,1,"[1, 30]",0.1,1.0,1.0,100,1.0,0.9480792436612328,3.7878634929656982
23,2,"[1, 30]",0.1,1.0,1.0,100,1.0,2.4043333095509305,4.552817344665527
24,1,"[1, 30]",0.1,1.0,1.0,100,1.0,0.6335092313340814,3.803821325302124
25,2,"[1, 30]",0.1,1.0,1.0,100,1.0,0.7276610245183213,4.558801651000977
26,1,"[1, 30]",0.1,1.0,1.0,100,1.0,0.9198006501610332,3.808807611465454
