segment,K,lags,lambda_f,lambda_x,lambda_w,alpha,eta,rmse,runtime
29,2,[1],0.1,1.0,1.0,100,10.0,1.2883119666835643,3.3859400749206543
30,2,[1],0.1,1.0,1.0,100,10.0,0.7435000219168129,3.407881736755371
31,1,[1],0.1,1.0,1.0,100,10.0,1.7393256421302656,2.7825539112091064
0,1,[1],0.1,1.0,1.0,1000,0.1,0.8397455216501093,2.804495334625244
1,1,[1],0.1,1.0,1.0,1000,0.1,0.9389121611601359,2.808485269546509
2,1,[1],0.1,1.0,1.0,1000,0.1,0.4733729714512059,2.8104796409606934
3,1,[1],0.1,1.0,1.0,1000,0.1,3.290315413572853,2.76859188079834
4,1,[1],0.1,1.0,1.0,1000,0.1,1.737418370924573,2.8403992652893066
5,1,[1],0.1,1.0,1.0,1000,0.1,1.5964368488679779,2.772581100463867
6,1,[1],0.1,1.0,1.0,1000,0.1,1.1748720872827574,2.794522523880005
7,1,[1],0.1,1.0,1.0,1000,0.1,0.8664518103520066,2.8234434127807617
8,2,[1],0.1,1.0,1.0,1000,0.1,0.8639209563444665,3.349038600921631
9,1,[1],0.1,1.0,1.0,1000,0.1,0.6494051082525567,2.7865443229675293
10,1,[1],0.1,1.0,1.0,1000,0.1,1.1073683671556291,2.8364100456237793
11,1,[1],0.1,1.0,1.0,1000,0.1,1.0074930760129739,2.8015029430389404
12,1,[1],0.1,1.0,1.0,1000,0.1,0.8655311919289949,2.797513246536255
13,1,[1],0.1,1.0,1.0,1000,0.1,0.9855014138523441,2.8264365196228027
14,2,[1],0.1,1.0,1.0,1000,0.1,1.0371021050076512,3.3849422931671143
15,1,[1],0.1,1.0,1.0,1000,0.1,1.4668673242539925,2.752633571624756
16,2,[1],0.1,1.0,1.0,1000,0.1,0.7147540605782352,3.398905038833618
17,1,[1],0.1,1.0,1.0,1000,0.1,1.0254634341210713,2.7596161365509033
18,1,[1],0.1,1.0,1.0,1000,0.1,0.8390269213306202,2.808483839035034
19,4,[1],0.1,1.0,1.0,1000,0.1,0.36974981157122444,3.5973737239837646
20,1,[1],0.1,1.0,1.0,1000,0.1,0.8308129797797748,2.8015029430389404
21,1,[1],0.1,1.0,1.0,1000,0.1,0.8721922945076789,2.8104796409606934
22,1,[1],0.1,1.0,1.0,1000,0.1,0.9701666560860106,2.821448802947998
23,2,[1],0.1,1.0,1.0,1000,0.1,1.5104812085113564,3.3659934997558594
24,1,[1],0.1,1.0,1.0,1000,0.1,0.6330353100648379,2.769587755203247
25,2,[1],0.1,1.0,1.0,1000,0.1,0.9508685173112758,3.390925168991089
26,1,[1],0.1,1.0,1.0,1000,0.1,0.923035576393424,2.8354125022888184
27,2,[1],0.1,1.0,1.0,1000,0.1,2.0728259850941417,3.3969099521636963
28,2,[1],0.1,1.0,1.0,1000,0.1,0.5893198061286639,3.3949155807495117
29,2,[1],0.1,1.0,1.0,1000,0.1,0.8887465592907378,3.391923189163208
30,2,[1],0.1,1.0,1.0,1000,0.1,0.7777286350509633,3.4058854579925537
31,1,[1],0.1,1.0,1.0,1000,0.1,1.7357915626593041,2.8005058765411377
0,1,[1],0.1,1.0,1.0,1000,1.0,0.8526289210840586,2.825439214706421
1,1,[1],0.1,1.0,1.0,1000,1.0,0.9401064632835728,2.8025009632110596
2,1,[1],0.1,1.0,1.0,1000,1.0,0.4741041986362652,2.8483779430389404
3,1,[1],0.1,1.0,1.0,1000,1.0,3.2833639343806826,2.8603463172912598
4,1,[1],0.1,1.0,1.0,1000,1.0,1.741451870724221,2.8224475383758545
5,1,[1],0.1,1.0,1.0,1000,1.0,1.4674195634834595,2.823444366455078
6,1,[1],0.1,1.0,1.0,1000,1.0,1.1565117674369907,2.8354125022888184
7,1,[1],0.1,1.0,1.0,1000,1.0,1.0227668190816221,2.8593485355377197
8,2,[1],0.1,1.0,1.0,1000,1.0,0.655446072471439,3.397907257080078
9,1,[1],0.1,1.0,1.0,1000,1.0,0.6378810680663812,2.7695882320404053
10,1,[1],0.1,1.0,1.0,1000,1.0,1.0845039795452776,2.8254384994506836
11,1,[1],0.1,1.0,1.0,1000,1.0,1.0241282824800788,2.759615659713745
12,1,[1],0.1,1.0,1.0,1000,1.0,0.8627715324416005,2.772580623626709
13,1,[1],0.1,1.0,1.0,1000,1.0,1.3039365771482174,2.8114771842956543
14,2,[1],0.1,1.0,1.0,1000,1.0,1.5151705843036827,3.39890456199646
15,1,[1],0.1,1.0,1.0,1000,1.0,1.5989227372819168,2.8094820976257324
16,2,[1],0.1,1.0,1.0,1000,1.0,0.7929821028546215,3.599368095397949
17,1,[1],0.1,1.0,1.0,1000,1.0,0.8783764408833699,3.1266331672668457
18,1,[1],0.1,1.0,1.0,1000,1.0,0.7779381003013219,2.8064892292022705
19,4,[1],0.1,1.0,1.0,1000,1.0,0.4079920201796313,3.6382644176483154
20,1,[1],0.1,1.0,1.0,1000,1.0,0.9436214342604089,2.7825543880462646
21,1,[1],0.1,1.0,1.0,1000,1.0,0.8700010470419666,2.7935266494750977
22,1,[1],0.1,1.0,1.0,1000,1.0,0.9823080937285559,2.8334176540374756
23,2,[1],0.1,1.0,1.0,1000,1.0,2.2548158027582903,3.384942054748535
24,1,[1],0.1,1.0,1.0,1000,1.0,0.6482076957129328,2.7895255088806152
25,2,[1],0.1,1.0,1.0,1000,1.0,1.2142173066439392,3.4028944969177246
26,1,[1],0.1,1.0,1.0,1000,1.0,0.8770084922219253,2.836411237716675
27,2,[1],0.1,1.0,1.0,1000,1.0,1.7349121206981715,3.404888153076172
28,2,[1],0.1,1.0,1.0,1000,1.0,0.5773880688475879,3.407881021499634
29,2,[1],0.1,1.0,1.0,1000,1.0,0.7778581227113415,3.380952835083008
30,2,[1],0.1,1.0,1.0,1000,1.0,0.7298996128487533,3.40090012550354
31,1,[1],0.1,1.0,1.0,1000,1.0,1.738158305186408,2.807487964630127
0,1,[1],0.1,1.0,1.0,1000,10.0,0.8567360456850301,2.83441424369812
1,1,[1],0.1,1.0,1.0,1000,10.0,0.9402436618280001,2.8025004863739014
2,1,[1],0.1,1.0,1.0,1000,10.0,0.4737877789036725,2.8723137378692627
3,1,[1],0.1,1.0,1.0,1000,10.0,3.3906544821208002,2.808486223220825
4,1,[1],0.1,1.0,1.0,1000,10.0,1.736924059915506,2.837407350540161
5,1,[1],0.1,1.0,1.0,1000,10.0,1.4726909169858353,2.784548044204712
6,1,[1],0.1,1.0,1.0,1000,10.0,1.1125380239604947,2.7805593013763428
7,1,[1],0.1,1.0,1.0,1000,10.0,1.0471640701062341,2.8034980297088623
8,2,[1],0.1,1.0,1.0,1000,10.0,0.5245092942362305,3.4238386154174805
9,1,[1],0.1,1.0,1.0,1000,10.0,0.6333741489361532,2.8912644386291504
10,1,[1],0.1,1.0,1.0,1000,10.0,1.0952483391008607,2.817460298538208
11,1,[1],0.1,1.0,1.0,1000,10.0,1.0166999730767592,2.78554630279541
12,1,[1],0.1,1.0,1.0,1000,10.0,0.8409684384784063,2.792527198791504
13,1,[1],0.1,1.0,1.0,1000,10.0,1.3659872152968506,2.82444167137146
14,2,[1],0.1,1.0,1.0,1000,10.0,1.4515237732172948,3.3779616355895996
15,1,[1],0.1,1.0,1.0,1000,10.0,1.662428909419533,2.780559539794922
16,2,[1],0.1,1.0,1.0,1000,10.0,0.8183516424066202,3.4158589839935303
17,1,[1],0.1,1.0,1.0,1000,10.0,0.967501567286732,2.770585536956787
18,1,[1],0.1,1.0,1.0,1000,10.0,0.7815319832604664,2.806490182876587
19,4,[1],0.1,1.0,1.0,1000,10.0,0.5950739895121565,3.596376895904541
20,1,[1],0.1,1.0,1.0,1000,10.0,0.9322461516900925,2.772581100463867
21,1,[1],0.1,1.0,1.0,1000,10.0,0.8780115208504744,2.78654408454895
22,1,[1],0.1,1.0,1.0,1000,10.0,0.9857087975152515,2.811476707458496
23,2,[1],0.1,1.0,1.0,1000,10.0,0.8973245511404716,3.3809525966644287
24,1,[1],0.1,1.0,1.0,1000,10.0,0.6576627214903052,2.7626070976257324
25,2,[1],0.1,1.0,1.0,1000,10.0,0.8744413804280318,3.317124128341675
26,1,[1],0.1,1.0,1.0,1000,10.0,0.925879093229763,2.8174610137939453
27,2,[1],0.1,1.0,1.0,1000,10.0,1.970303249278173,3.332083225250244
28,2,[1],0.1,1.0,1.0,1000,10.0,0.6080228323186603,3.426830530166626
29,2,[1],0.1,1.0,1.0,1000,10.0,1.0930489270289503,3.405885696411133
30,2,[1],0.1,1.0,1.0,1000,10.0,0.7180472750397516,3.390925884246826
31,1,[1],0.1,1.0,1.0,1000,10.0,1.7391510761432487,2.8094818592071533
0,1,[1],0.1,1.0,1.0,10000,0.1,0.705598314503671,2.852367401123047
1,1,[1],0.1,1.0,1.0,10000,0.1,0.8165061927061286,2.82344388961792
2,1,[1],0.1,1.0,1.0,10000,0.1,0.5797845406502379,2.8463828563690186
3,1,[1],0.1,1.0,1.0,10000,0.1,1.4493541601459932,2.8054921627044678
4,1,[1],0.1,1.0,1.0,10000,0.1,0.7637199207856079,2.8443899154663086
5,1,[1],0.1,1.0,1.0,10000,0.1,1.0650487075066268,2.806488275527954
6,1,[1],0.1,1.0,1.0,10000,0.1,0.7032282704805414,2.81646990776062
7,1,[1],0.1,1.0,1.0,10000,0.1,0.6861850865022776,2.8423943519592285
8,2,[1],0.1,1.0,1.0,10000,0.1,0.5684217005712117,3.395911931991577
9,1,[1],0.1,1.0,1.0,10000,0.1,0.6400589860802879,2.8044958114624023
10,1,[1],0.1,1.0,1.0,10000,0.1,0.7592672269659047,2.8653323650360107
11,1,[1],0.1,1.0,1.0,10000,0.1,0.7508914898818451,2.801504135131836
12,1,[1],0.1,1.0,1.0,10000,0.1,0.7457491550621534,2.9660632610321045
13,1,[1],0.1,1.0,1.0,10000,0.1,0.5951156408921048,3.2343392372131348
14,2,[1],0.1,1.0,1.0,10000,0.1,0.43999008647549315,3.3989052772521973
15,1,[1],0.1,1.0,1.0,10000,0.1,0.8569922049009361,2.805492401123047
16,2,[1],0.1,1.0,1.0,10000,0.1,0.7163237261434897,3.406883478164673
17,1,[1],0.1,1.0,1.0,10000,0.1,0.7165037914754567,2.848379135131836
18,1,[1],0.1,1.0,1.0,10000,0.1,0.5642246625037765,2.8224470615386963
19,4,[1],0.1,1.0,1.0,10000,0.1,0.34008086688496336,3.6382639408111572
20,1,[1],0.1,1.0,1.0,10000,0.1,1.122712415490502,2.8144683837890625
21,1,[1],0.1,1.0,1.0,10000,0.1,0.5698161520564516,2.8723137378692627
22,1,[1],0.1,1.0,1.0,10000,0.1,0.7068284638514336,2.815460443496704
23,2,[1],0.1,1.0,1.0,10000,0.1,0.7179642851271083,3.3999030590057373
24,1,[1],0.1,1.0,1.0,10000,0.1,0.6203302574602947,2.8184568881988525
25,2,[1],0.1,1.0,1.0,10000,0.1,0.7435155087868343,3.4238386154174805
26,1,[1],0.1,1.0,1.0,10000,0.1,0.6383826508131973,2.819455862045288
27,2,[1],0.1,1.0,1.0,10000,0.1,0.5344349706355772,3.4288265705108643
28,2,[1],0.1,1.0,1.0,10000,0.1,0.5672149899802669,3.385938882827759
29,2,[1],0.1,1.0,1.0,10000,0.1,0.5576749575819386,3.414862632751465
30,2,[1],0.1,1.0,1.0,10000,0.1,0.645308568839018,3.411869525909424
31,1,[1],0.1,1.0,1.0,10000,0.1,0.70252265569495,2.836409568786621
0,1,[1],0.1,1.0,1.0,10000,1.0,0.705598314503671,2.826436996459961
1,1,[1],0.1,1.0,1.0,10000,1.0,0.8165061927061286,2.849375009536743
2,1,[1],0.1,1.0,1.0,10000,1.0,0.5797845406502379,2.818448066711426
3,1,[1],0.1,1.0,1.0,10000,1.0,1.4493541601459932,2.8513691425323486
4,1,[1],0.1,1.0,1.0,10000,1.0,0.7637199207856079,2.8344154357910156
5,1,[1],0.1,1.0,1.0,10000,1.0,1.0650487075066268,2.8413968086242676
6,1,[1],0.1,1.0,1.0,10000,1.0,0.7032282704805414,2.9261696338653564
7,1,[1],0.1,1.0,1.0,10000,1.0,0.6861850865022776,2.816462278366089
8,2,[1],0.1,1.0,1.0,10000,1.0,0.5684217005712117,3.432814359664917
9,1,[1],0.1,1.0,1.0,10000,1.0,0.6400589860802879,2.8663294315338135
10,1,[1],0.1,1.0,1.0,10000,1.0,0.7592672269659047,2.8154661655426025
11,1,[1],0.1,1.0,1.0,10000,1.0,0.7508914898818451,2.8254401683807373
12,1,[1],0.1,1.0,1.0,10000,1.0,0.7457491550621534,2.859344244003296
13,1,[1],0.1,1.0,1.0,10000,1.0,0.5951156408921048,2.8094825744628906
14,2,[1],0.1,1.0,1.0,10000,1.0,0.43999008647549315,3.3959133625030518
15,1,[1],0.1,1.0,1.0,10000,1.0,0.8569922049009361,2.8164634704589844
16,2,[1],0.1,1.0,1.0,10000,1.0,0.7163237261434897,3.436802864074707
17,1,[1],0.1,1.0,1.0,10000,1.0,0.7165037914754567,2.8094823360443115
18,1,[1],0.1,1.0,1.0,10000,1.0,0.5642246625037765,2.8463823795318604
19,4,[1],0.1,1.0,1.0,10000,1.0,0.34008086688496336,3.5814175605773926
20,1,[1],0.1,1.0,1.0,10000,1.0,1.122712415490502,2.845386028289795
21,1,[1],0.1,1.0,1.0,10000,1.0,0.5698161520564516,2.8733112812042236
22,1,[1],0.1,1.0,1.0,10000,1.0,0.7068284638514336,2.8513684272766113
23,2,[1],0.1,1.0,1.0,10000,1.0,0.7179642851271083,3.397904872894287
24,1,[1],0.1,1.0,1.0,10000,1.0,0.6203302574602947,2.8154664039611816
25,2,[1],0.1,1.0,1.0,10000,1.0,0.7435155087868343,3.432814359664917
26,1,[1],0.1,1.0,1.0,10000,1.0,0.6383826508131973,2.8274335861206055
27,2,[1],0.1,1.0,1.0,10000,1.0,0.5344349706355772,3.436803102493286
28,2,[1],0.1,1.0,1.0,10000,1.0,0.5672149899802669,3.3849422931671143
29,2,[1],0.1,1.0,1.0,10000,1.0,0.5576749575819386,3.432814836502075
30,2,[1],0.1,1.0,1.0,10000,1.0,0.645308568839018,3.35901141166687
31,1,[1],0.1,1.0,1.0,10000,1.0,0.70252265569495,2.839402198791504
0,1,[1],0.1,1.0,1.0,10000,10.0,0.705598314503671,2.9331514835357666
1,1,[1],0.1,1.0,1.0,10000,10.0,0.8165061927061286,2.844388484954834
2,1,[1],0.1,1.0,1.0,10000,10.0,0.5797845406502379,2.831423044204712
3,1,[1],0.1,1.0,1.0,10000,10.0,1.4493541601459932,2.798510789871216
4,1,[1],0.1,1.0,1.0,10000,10.0,0.7637199207856079,2.896249771118164
5,1,[1],0.1,1.0,1.0,10000,10.0,1.0650487075066268,2.8044962882995605
6,1,[1],0.1,1.0,1.0,10000,10.0,0.7032282704805414,2.864335536956787
7,1,[1],0.1,1.0,1.0,10000,10.0,0.6861850865022776,2.8194549083709717
8,2,[1],0.1,1.0,1.0,10000,10.0,0.5684217005712117,3.6801531314849854
9,1,[1],0.1,1.0,1.0,10000,10.0,0.6400589860802879,3.151566505432129
10,1,[1],0.1,1.0,1.0,10000,10.0,0.7592672269659047,2.878298282623291
11,1,[1],0.1,1.0,1.0,10000,10.0,0.7508914898818451,2.9191880226135254
12,1,[1],0.1,1.0,1.0,10000,10.0,0.7457491550621534,2.872314929962158
13,1,[1],0.1,1.0,1.0,10000,10.0,0.5951156408921048,2.794522523880005
14,2,[1],0.1,1.0,1.0,10000,10.0,0.43999008647549315,3.4278268814086914
15,1,[1],0.1,1.0,1.0,10000,10.0,0.8569922049009361,2.8094818592071533
16,2,[1],0.1,1.0,1.0,10000,10.0,0.7163237261434897,3.4228405952453613
17,1,[1],0.1,1.0,1.0,10000,10.0,0.7165037914754567,2.8054933547973633
18,1,[1],0.1,1.0,1.0,10000,10.0,0.5642246625037765,2.856355905532837
19,4,[1],0.1,1.0,1.0,10000,10.0,0.34008086688496336,3.5844078063964844
20,1,[1],0.1,1.0,1.0,10000,10.0,1.122712415490502,2.865332841873169
21,1,[1],0.1,1.0,1.0,10000,10.0,0.5698161520564516,2.8433921337127686
22,1,[1],0.1,1.0,1.0,10000,10.0,0.7068284638514336,2.855358600616455
23,2,[1],0.1,1.0,1.0,10000,10.0,0.7179642851271083,3.3819501399993896
24,1,[1],0.1,1.0,1.0,10000,10.0,0.6203302574602947,2.8134713172912598
25,2,[1],0.1,1.0,1.0,10000,10.0,0.7435155087868343,3.417853593826294
26,1,[1],0.1,1.0,1.0,10000,10.0,0.6383826508131973,2.819456100463867
27,2,[1],0.1,1.0,1.0,10000,10.0,0.5344349706355772,3.4298222064971924
28,2,[1],0.1,1.0,1.0,10000,10.0,0.5672149899802669,3.3819494247436523
29,2,[1],0.1,1.0,1.0,10000,10.0,0.5576749575819386,3.432814598083496
30,2,[1],0.1,1.0,1.0,10000,10.0,0.645308568839018,3.3879339694976807
31,1,[1],0.1,1.0,1.0,10000,10.0,0.70252265569495,2.870319366455078
0,1,[1],0.1,1.0,10.0,100,0.1,0.840531418991528,2.8224475383758545
1,1,[1],0.1,1.0,10.0,100,0.1,0.940437571144642,2.8314239978790283
2,1,[1],0.1,1.0,10.0,100,0.1,0.47493455540270296,2.803497791290283
3,1,[1],0.1,1.0,10.0,100,0.1,3.4765985738678538,2.7825539112091064
4,1,[1],0.1,1.0,10.0,100,0.1,1.734115519435598,2.863337993621826
5,1,[1],0.1,1.0,10.0,100,0.1,1.5964368488679779,2.938138246536255
6,1,[1],0.1,1.0,10.0,100,0.1,1.161709640884566,2.8154656887054443
7,1,[1],0.1,1.0,10.0,100,0.1,0.9004144971727522,2.7815566062927246
8,2,[1],0.1,1.0,10.0,100,0.1,0.7985405438126457,3.373972177505493
9,1,[1],0.1,1.0,10.0,100,0.1,0.6484041436576045,2.829427480697632
10,1,[1],0.1,1.0,10.0,100,0.1,1.1019993510727308,2.8204524517059326
11,1,[1],0.1,1.0,10.0,100,0.1,1.0196213736911446,2.8144686222076416
12,1,[1],0.1,1.0,10.0,100,0.1,0.8646481717673986,2.8054935932159424
13,1,[1],0.1,1.0,10.0,100,0.1,1.367741251259466,2.78753924369812
14,2,[1],0.1,1.0,10.0,100,0.1,1.0170145030214994,3.4208459854125977
15,1,[1],0.1,1.0,10.0,100,0.1,1.4905152251145188,2.817460536956787
16,2,[1],0.1,1.0,10.0,100,0.1,0.9500669145646833,3.4028947353363037
17,1,[1],0.1,1.0,10.0,100,0.1,0.8759630960668544,2.812473773956299
18,1,[1],0.1,1.0,10.0,100,0.1,0.8158588815271808,2.812473773956299
19,4,[1],0.1,1.0,10.0,100,0.1,0.5522403775020444,3.5824129581451416
20,1,[1],0.1,1.0,10.0,100,0.1,0.7960146928135677,2.844388961791992
21,1,[1],0.1,1.0,10.0,100,0.1,0.8717665784904975,2.7805583477020264
22,1,[1],0.1,1.0,10.0,100,0.1,0.9701671613734504,2.837407350540161
23,2,[1],0.1,1.0,10.0,100,0.1,1.9531073946109259,3.3869524002075195
24,1,[1],0.1,1.0,10.0,100,0.1,0.6486502501778794,2.820452928543091
25,2,[1],0.1,1.0,10.0,100,0.1,1.1398364598271498,3.399902582168579
26,1,[1],0.1,1.0,10.0,100,0.1,0.9433709309554467,2.815465211868286
27,2,[1],0.1,1.0,10.0,100,0.1,1.9297681291978945,3.377960205078125
28,2,[1],0.1,1.0,10.0,100,0.1,0.6166709490961237,3.349038600921631
29,2,[1],0.1,1.0,10.0,100,0.1,0.7692439054917951,3.3909265995025635
30,2,[1],0.1,1.0,10.0,100,0.1,0.6705976925808084,3.3560194969177246
31,1,[1],0.1,1.0,10.0,100,0.1,1.7341624474340636,2.850372552871704
0,1,[1],0.1,1.0,10.0,100,1.0,0.8537984022716888,2.7995097637176514
1,1,[1],0.1,1.0,10.0,100,1.0,0.9392109654803721,2.836409568786621
2,1,[1],0.1,1.0,10.0,100,1.0,0.47386262704128845,2.8354122638702393
3,1,[1],0.1,1.0,10.0,100,1.0,3.332930091641568,2.8792951107025146
4,1,[1],0.1,1.0,10.0,100,1.0,1.741451870724221,3.2921900749206543
5,1,[1],0.1,1.0,10.0,100,1.0,1.4674195634834595,2.7985117435455322
6,1,[1],0.1,1.0,10.0,100,1.0,1.1611246674516156,2.853365182876587
7,1,[1],0.1,1.0,10.0,100,1.0,1.014574868183482,2.86633038520813
8,2,[1],0.1,1.0,10.0,100,1.0,0.7444668400673873,3.4318175315856934
9,1,[1],0.1,1.0,10.0,100,1.0,0.6350074034941074,2.8094820976257324
10,1,[1],0.1,1.0,10.0,100,1.0,1.0845039795452776,2.8932573795318604
11,1,[1],0.1,1.0,10.0,100,1.0,1.0253888313531818,2.7895357608795166
12,1,[1],0.1,1.0,10.0,100,1.0,0.8627715324416005,2.808485507965088
13,1,[1],0.1,1.0,10.0,100,1.0,1.2824754380135701,2.8044955730438232
14,2,[1],0.1,1.0,10.0,100,1.0,1.345313028801887,3.415858745574951
15,1,[1],0.1,1.0,10.0,100,1.0,1.5945276571873301,2.7775676250457764
16,2,[1],0.1,1.0,10.0,100,1.0,0.8288333816023847,3.4118707180023193
17,1,[1],0.1,1.0,10.0,100,1.0,0.8830751000470587,2.7885377407073975
18,1,[1],0.1,1.0,10.0,100,1.0,0.7722293536815004,2.845386505126953
19,4,[1],0.1,1.0,10.0,100,1.0,0.48531251005924125,3.576430082321167
20,1,[1],0.1,1.0,10.0,100,1.0,0.9436214342604089,2.836409091949463
21,1,[1],0.1,1.0,10.0,100,1.0,0.871616001164602,2.7825536727905273
22,1,[1],0.1,1.0,10.0,100,1.0,0.9823080937285559,2.8473806381225586
23,2,[1],0.1,1.0,10.0,100,1.0,1.7056531521086415,3.322110176086426
24,1,[1],0.1,1.0,10.0,100,1.0,0.6451878899868656,2.8224472999572754
25,2,[1],0.1,1.0,10.0,100,1.0,0.711059262740586,3.3889315128326416
26,1,[1],0.1,1.0,10.0,100,1.0,0.8757949755177511,2.8433902263641357
27,2,[1],0.1,1.0,10.0,100,1.0,1.334331408384353,3.3709797859191895
28,2,[1],0.1,1.0,10.0,100,1.0,0.6047058168309248,3.3839447498321533
29,2,[1],0.1,1.0,10.0,100,1.0,0.7257114619051193,3.4218432903289795
30,2,[1],0.1,1.0,10.0,100,1.0,0.6959019284977349,3.3829472064971924
31,1,[1],0.1,1.0,10.0,100,1.0,1.738158305186408,2.8653318881988525
0,1,[1],0.1,1.0,10.0,100,10.0,0.8568492941821747,3.8108041286468506
1,1,[1],0.1,1.0,10.0,100,10.0,0.9402436618280001,3.253293991088867
2,1,[1],0.1,1.0,10.0,100,10.0,0.47505939097640193,2.8044955730438232
3,1,[1],0.1,1.0,10.0,100,10.0,2.544961369422366,2.868330955505371
4,1,[1],0.1,1.0,10.0,100,10.0,1.7395658016545619,2.8384041786193848
5,1,[1],0.1,1.0,10.0,100,10.0,1.4639948551832827,2.884282112121582
6,1,[1],0.1,1.0,10.0,100,10.0,1.1125380239604947,2.811476230621338
7,1,[1],0.1,1.0,10.0,100,10.0,1.0322257105163115,2.8154661655426025
8,2,[1],0.1,1.0,10.0,100,10.0,0.503460136615354,3.4577479362487793
9,1,[1],0.1,1.0,10.0,100,10.0,0.6333741489361532,2.8204517364501953
10,1,[1],0.1,1.0,10.0,100,10.0,1.0952483391008607,2.859349489212036
11,1,[1],0.1,1.0,10.0,100,10.0,1.0166999730767592,2.8304264545440674
12,1,[1],0.1,1.0,10.0,100,10.0,0.8419638861450081,2.9112088680267334
13,1,[1],0.1,1.0,10.0,100,10.0,1.320552060916641,2.9261653423309326
14,2,[1],0.1,1.0,10.0,100,10.0,1.5129773182703465,3.399902820587158
15,1,[1],0.1,1.0,10.0,100,10.0,1.662428909419533,2.8693201541900635
16,2,[1],0.1,1.0,10.0,100,10.0,0.70675860796377,3.4088783264160156
17,1,[1],0.1,1.0,10.0,100,10.0,0.9579823357831989,2.8573544025421143
18,1,[1],0.1,1.0,10.0,100,10.0,0.7815423857992909,2.7825541496276855
19,4,[1],0.1,1.0,10.0,100,10.0,0.2886565358542693,3.6582071781158447
20,1,[1],0.1,1.0,10.0,100,10.0,0.9328449656695964,2.8384039402008057
21,1,[1],0.1,1.0,10.0,100,10.0,0.8770425921042587,2.7675936222076416
22,1,[1],0.1,1.0,10.0,100,10.0,0.9857087975152515,2.849375009536743
23,2,[1],0.1,1.0,10.0,100,10.0,1.3464488858981698,3.3869364261627197
24,1,[1],0.1,1.0,10.0,100,10.0,0.6580362412097625,2.8005013465881348
25,2,[1],0.1,1.0,10.0,100,10.0,1.173995005453354,3.3639984130859375
26,1,[1],0.1,1.0,10.0,100,10.0,0.9264211679569793,2.7626075744628906
27,2,[1],0.1,1.0,10.0,100,10.0,1.5545619603783543,3.397907018661499
28,2,[1],0.1,1.0,10.0,100,10.0,0.6118582134330791,3.3729751110076904
29,2,[1],0.1,1.0,10.0,100,10.0,0.6048542637136577,3.4138643741607666
30,2,[1],0.1,1.0,10.0,100,10.0,0.8207835385636699,3.5644619464874268
31,1,[1],0.1,1.0,10.0,100,10.0,1.738869934963884,3.1425890922546387
0,1,[1],0.1,1.0,10.0,1000,0.1,0.8387553569168573,2.791530132293701
1,1,[1],0.1,1.0,10.0,1000,0.1,0.938800022463357,2.7765700817108154
2,1,[1],0.1,1.0,10.0,1000,0.1,0.47560266820868413,2.825439929962158
3,1,[1],0.1,1.0,10.0,1000,0.1,3.473949252940214,2.8184573650360107
4,1,[1],0.1,1.0,10.0,1000,0.1,1.7401808678958643,2.7825543880462646
5,1,[1],0.1,1.0,10.0,1000,0.1,1.5964348546534035,2.772580623626709
6,1,[1],0.1,1.0,10.0,1000,0.1,1.1645038734472357,2.825439929962158
7,1,[1],0.1,1.0,10.0,1000,0.1,0.8979701841092094,2.8633382320404053
8,2,[1],0.1,1.0,10.0,1000,0.1,0.65501797812982,3.4048891067504883
9,1,[1],0.1,1.0,10.0,1000,0.1,0.647535918262771,2.77756667137146
10,1,[1],0.1,1.0,10.0,1000,0.1,1.1073683671556291,2.8114776611328125
11,1,[1],0.1,1.0,10.0,1000,0.1,1.0074930760129739,2.8374063968658447
12,1,[1],0.1,1.0,10.0,1000,0.1,0.8882192085932824,2.849374771118164
13,1,[1],0.1,1.0,10.0,1000,0.1,1.1951301740324543,2.8982436656951904
14,2,[1],0.1,1.0,10.0,1000,0.1,1.6106317170063462,3.3969099521636963
15,1,[1],0.1,1.0,10.0,1000,0.1,1.3903114969613664,2.8792951107025146
16,2,[1],0.1,1.0,10.0,1000,0.1,0.9364700788488097,3.3919239044189453
17,1,[1],0.1,1.0,10.0,1000,0.1,0.980853695368216,2.901235580444336
18,1,[1],0.1,1.0,10.0,1000,0.1,0.8314015932352815,2.8044955730438232
19,4,[1],0.1,1.0,10.0,1000,0.1,0.4241044704336398,3.6701788902282715
20,1,[1],0.1,1.0,10.0,1000,0.1,0.8802501104802594,2.8374075889587402
21,1,[1],0.1,1.0,10.0,1000,0.1,0.8721853911367292,2.8005053997039795
22,1,[1],0.1,1.0,10.0,1000,0.1,0.9701666560860106,2.853365182876587
23,2,[1],0.1,1.0,10.0,1000,0.1,1.540798131126919,3.4866702556610107
24,1,[1],0.1,1.0,10.0,1000,0.1,0.6582276387694931,2.82344388961792
25,2,[1],0.1,1.0,10.0,1000,0.1,1.366510300967696,3.3769633769989014
26,1,[1],0.1,1.0,10.0,1000,0.1,0.8422047411447017,2.8084845542907715
27,2,[1],0.1,1.0,10.0,1000,0.1,1.633673931091078,3.3899285793304443
28,2,[1],0.1,1.0,10.0,1000,0.1,0.6076356740844184,3.3500354290008545
29,2,[1],0.1,1.0,10.0,1000,0.1,1.7348824379649115,3.405885696411133
30,2,[1],0.1,1.0,10.0,1000,0.1,0.7482959680314032,3.3530287742614746
31,1,[1],0.1,1.0,10.0,1000,0.1,1.737309253460866,2.82643723487854
